country_code,year,ln_underval
AUT,1972,0.6698345958108898
AUT,1973,0.42935063126547224
AUT,1974,0.27269352295492655
AUT,1975,0.15545595155366643
AUT,1976,0.11669417161676887
AUT,1977,-0.017635131768298118
AUT,1978,-0.20500388527224245
AUT,1979,-0.34056003827983217
AUT,1980,-0.44547895455885045
AUT,1981,-0.31116601907223107
AUT,1982,-0.3027362479082394
AUT,1983,-0.2865315721229855
AUT,1984,-0.236408946909765
AUT,1985,-0.22498841175155404
AUT,1986,-0.5292030742550814
AUT,1987,-0.7092965798929847
AUT,1988,-0.7011091270767615
AUT,1989,-0.6264404648525359
